true_f,count_ones,n_seeds,mean_gap_pp,median_gap_pp,sem_gap_pp,mean_weighted_abs_dev_pp,median_weighted_abs_dev_pp,share_gap_gt_10pp
3.5,0,15,59.78699075489783,59.86383182035356,7.936291262556386,14.537814809459423,11.387147057781561,1.0
3.5,1,15,83.1380275021763,87.32394366197182,4.786283123070484,17.105357356776132,15.549215839331104,1.0
3.5,2,15,81.11359498199818,89.1236611489776,6.339555230613897,18.540547519211824,18.344466542604852,0.9333333333333333
3.5,3,15,55.975709223367375,63.2679180887372,9.425908345834616,16.382761593591436,10.53923856643874,0.8
5.0,0,12,43.33298518160486,37.17223307549795,10.457995697075042,8.41176440255535,5.257599033212205,0.75
5.0,1,15,50.54893870465438,41.81818181818182,8.01468023040396,10.650046682058617,12.027684680863176,0.8666666666666667
5.0,2,15,55.2833828109544,53.49887133182845,9.410447446475683,11.148092841193698,11.804997851552576,0.8
5.0,3,11,33.52453441590085,31.707317073170728,9.331179379014285,9.721554309537867,2.2230623818525537,0.6363636363636364
