f_value,checkpoint_episode,new_cond1_mean,new_cond1_sem,new_cond2_mean,new_cond2_sem,new_gap
3.500,25000,0.5622158948998451,0.05499522925370992,0.4064650704809286,0.05192224045036854,0.15575082441891652
3.500,50000,0.46403666516809033,0.035597503702881526,0.3568382048092869,0.049368814431919573,0.10719846035880343
3.500,100000,0.5380338678255657,0.057506458911912375,0.29471652155887224,0.051368202627952025,0.2433173462666935
3.500,150000,0.776747090264249,0.037267634294185434,0.29762645107794355,0.07082565329764118,0.4791206391863055
5.000,25000,0.6788152780125064,0.04710711801964137,0.5783383100214782,0.03722472962816422,0.10047696799102823
5.000,50000,0.7083882598163485,0.02033711784372917,0.5605034312955105,0.047073779257791916,0.14788482852083795
5.000,100000,0.7133485437440146,0.04071393568743464,0.517020273455917,0.03917473114983364,0.19632827028809763
5.000,150000,0.9017717311700749,0.022143848149458044,0.5492404002304992,0.024714866255882904,0.35253133093957567
