mode,condition,condition_alias,condition_display,train_seed,checkpoint_episode,f_value,coop_rate,avg_welfare
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,150000,5.000,0.966932578486876,77.88368502316006
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,3.500,0.5394321766561514,37.57728706624606
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,5.000,0.6402899296620347,56.97855549837022
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,3.500,0.7755520504731861,47.02208201892744
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,5.000,0.9080030880082347,74.11219763252701
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,3.500,0.42389589905362773,32.95583596214511
uniform,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,5.000,0.6914993995539543,60.25596157145308
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,150000,3.500,0.37419451521054997,30.967780608422
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,150000,5.000,0.4058644583403752,41.97532533378401
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,50000,3.500,0.19432788850591937,23.773115540236773
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,50000,5.000,0.5873753591346966,53.592022984620584
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,150000,3.500,0.05634647085268994,18.253858834107596
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,150000,5.000,0.45162244380598277,44.90383640358289
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,50000,3.500,0.3873070582946201,31.492282331784804
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,50000,5.000,0.6725959100895724,59.046138245732635
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,150000,3.500,0.02364004196013787,16.945601678405513
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,150000,5.000,0.6600473212776745,58.24302856177117
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,50000,3.500,0.18263899295669114,23.305559718267645
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,50000,5.000,0.49070474902822375,47.405103937806324
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,150000,3.500,0.007230630900644388,16.289225236025775
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,150000,5.000,0.2352121007267196,31.053574446510055
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,50000,3.500,0.2922973175483291,27.691892701933163
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,50000,5.000,0.4444397498732466,44.44414399188778
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,150000,3.500,0.0032968679754233478,16.131874719016935
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,150000,5.000,0.12409160047321277,23.941862430285617
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,50000,3.500,0.18278885059193767,23.311554023677505
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,50000,5.000,0.6608078418117289,58.29170187595065
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,150000,3.500,0.4227483890304211,32.90993556121684
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,150000,5.000,0.43214466790603345,43.65725874598614
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,50000,3.500,0.2958189719766222,27.832758879064887
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,50000,5.000,0.7316207537603515,62.8237282406625
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,150000,3.500,0.24685298965982316,25.874119586392926
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,150000,5.000,0.5728409667061011,52.66182186919047
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,50000,3.500,0.6388430990558969,41.55372396223588
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,50000,5.000,0.7917441270914315,66.67162413385161
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,150000,3.500,0.5178705230031471,36.71482092012588
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,150000,5.000,0.600895724184553,54.45732634781139
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,50000,3.500,0.5259253708976472,37.037014835905886
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,50000,5.000,0.7350008450228156,63.0400540814602
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,150000,3.500,0.8677506368949498,50.71002547579799
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,150000,5.000,0.48897245225621094,47.2942369443975
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,50000,3.500,0.19245466806533792,23.698186722613517
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,50000,5.000,0.4531012337333108,44.99847895893189
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,150000,3.500,0.038026374943803384,17.521054997752135
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,150000,5.000,0.4448200101402738,44.468480648977526
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,50000,3.500,0.2617263599580399,26.469054398321596
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,50000,5.000,0.6131485550109853,55.24150752070306
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,150000,3.500,0.06342724411808781,18.53708976472351
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,150000,5.000,0.6262886597938144,56.08247422680412
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,50000,3.500,0.5573954742994156,38.29581897197662
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,50000,5.000,0.7369866486395132,63.16714551292885
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,150000,3.500,0.029222238873070582,17.168889554922824
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,150000,5.000,0.475367584924793,46.42352543518675
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,50000,3.500,0.08804136070732804,19.52165442829312
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,50000,5.000,0.3661483860064222,39.43349670441102
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,150000,3.500,0.0829462011089465,19.31784804435786
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,150000,5.000,0.37358458678384315,39.909413554165965
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,50000,3.500,0.11958639292671962,20.783455717068783
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,50000,5.000,0.3879499746493155,40.8287983775562
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,150000,3.500,0.6032144462760378,40.12857785104151
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,150000,5.000,0.532491127260436,50.079432144667905
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,3.500,0.21335980818222688,24.534392327289076
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,5.000,0.5015632922088896,48.100050701368936
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,3.500,0.6305260002997153,41.22104001198861
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,5.000,0.5783336150076052,53.01335136048673
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,3.500,0.3233927768619811,28.935711074479244
fixed0,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,5.000,0.49070474902822375,47.405103937806324
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,150000,3.500,0.44983515660122886,33.993406264049156
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,150000,5.000,0.4141034307926314,42.50261957072841
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,50000,3.500,0.32878765173085567,29.151506069234227
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),101,50000,5.000,0.5439411864120332,50.81223593037012
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,150000,3.500,0.0424471751835756,17.697887007343024
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,150000,5.000,0.4132161568362346,42.44583403751901
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,50000,3.500,0.37973924771467105,31.189569908586844
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1111,50000,5.000,0.5907554503971607,53.808348825418285
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,150000,3.500,0.04634347369998502,17.8537389479994
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,150000,5.000,0.25198580361669765,32.12709143146865
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,50000,3.500,0.325827963434737,29.03311853738948
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1212,50000,5.000,0.4850008450228156,47.0400540814602
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,150000,3.500,0.048516409411059495,17.94065637644238
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,150000,5.000,0.3165455467297617,36.258914990704746
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,50000,3.500,0.1253933762925221,21.015735051700883
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1313,50000,5.000,0.41883555856008114,42.80547574784519
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,150000,3.500,0.11014536190618912,20.405814476247564
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,150000,5.000,0.6961297955044786,60.55230691228663
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,50000,3.500,0.24127079274689045,25.650831709875618
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1414,50000,5.000,0.3580784181172892,38.917018759506504
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,150000,3.500,0.030196313502172934,17.20785254008692
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,150000,5.000,0.34962818996112893,38.376204157512255
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,50000,3.500,0.5156601228832609,36.62640491533043
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1515,50000,5.000,0.6520196045293223,57.729254689876626
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,150000,3.500,0.03514161546530796,17.405664618612317
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,150000,5.000,0.3008703735000845,35.25570390400541
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,50000,3.500,0.12160947100254758,20.864378840101903
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),1616,50000,5.000,0.3992310292377894,41.55078587121852
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,150000,3.500,0.0566836505319946,18.267346021279785
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,150000,5.000,0.5189707622105797,49.2141287814771
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,50000,3.500,0.18526150157350518,23.410460062940206
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),202,50000,5.000,0.43167990535744466,43.627513942876455
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,150000,3.500,0.07642739397572307,19.057095759028922
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,150000,5.000,0.42153963157005236,42.97853642048335
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,50000,3.500,0.5231155402367751,36.924621609471004
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),303,50000,5.000,0.6749619739732973,59.197566334291025
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,150000,3.500,0.5494155552225386,37.976622208901546
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,150000,5.000,0.5531519351022478,51.40172384654386
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,50000,3.500,0.18552375243518657,23.420950097407463
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),404,50000,5.000,0.6835812066925807,59.749197228325166
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,150000,3.500,0.0538363554623108,18.15345421849243
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,150000,5.000,0.46324150752070303,45.647456481324994
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,50000,3.500,0.2763000149857635,27.052000599430542
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),505,50000,5.000,0.5757140442791956,52.84569883386852
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,150000,3.500,0.006331485089165293,16.253259403566613
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,150000,5.000,0.3324319756633429,37.27564644245395
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,50000,3.500,0.6894575153604076,43.57830061441631
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),606,50000,5.000,0.6494845360824743,57.56701030927835
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,150000,3.500,0.059868125280983064,18.394725011239323
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,150000,5.000,0.6349923947946594,56.6395132668582
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,50000,3.500,0.5028098306608721,36.11239322643489
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),707,50000,5.000,0.7088051377387189,61.36352881527801
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,150000,3.500,0.08373295369399071,19.34931814775963
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,150000,5.000,0.6984536082474226,60.70103092783505
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,3.500,0.3593211449123333,30.37284579649333
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),808,50000,5.000,0.46763562616190635,45.928680074362006
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,3.500,0.47587292072531095,35.03491682901244
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,150000,5.000,0.6125992901808349,55.206354571573435
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,3.500,0.17263599580398623,22.90543983215945
fixed1,cond1,comm_symm,Comm-On (Symmetric Uncertainty),909,50000,5.000,0.6281899611289505,56.204157512252834
