checkpoint,condition,train_seed,comm_enabled,eval_seed,eval_policy,ablation,history_intervention,sender_remap,cross_play,scope,key,n_rounds,coop_rate,avg_reward,p_all_cooperate,avg_welfare,p_coop_given_m0,p_coop_given_m1,checkpoint_episode,suite_kind,observability_mode,public_signal_sigma
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1212.pt,cond1,1212,1,9001,greedy,none,none,none,none,f_value,1.500,5824,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1212.pt,cond1,1212,1,9001,greedy,none,none,none,none,f_value,2.500,6298,0.003532867577008574,4.021197205462052,0.0,16.084788821848207,0.0037788722826086955,0.0010735603555631897,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1212.pt,cond1,1212,1,9001,greedy,none,none,none,none,f_value,3.500,6673,0.14045406863479695,5.4045406863479695,0.0,21.618162745391878,0.14368455371869127,0.0797182855167646,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1212.pt,cond1,1212,1,9001,greedy,none,none,none,none,f_value,5.000,5917,0.6622443805982762,14.595910089572419,0.10900794321446679,58.383640358289675,0.6671455313221017,0.631129949565404,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,regime,competitive,5288,0.0,4.0,0.0,16.0,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,regime,cooperative,5917,0.7669004563123204,16.270407300997128,0.37755619401723844,65.08162920398851,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,regime,mixed,18795,0.019100824687416865,4.190848629954775,0.0,16.7633945198191,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,f_value,0.500,5288,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,f_value,1.500,5824,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,f_value,2.500,6298,0.00011908542394410924,4.000714512543665,0.0,16.00285805017466,0.0001278772378516624,0.00012010569300984866,150000,comm,private,
