dominance_label,n_sender_seed_pairs,mean_regime_abs_pp,mean_action_abs_pp,median_regime_abs_pp,median_action_abs_pp
action_leaning,2,7.006127717921824,23.968615454070296,7.006127717921824,23.968615454070296
mixed,50,39.7991460572936,33.948611427667466,39.22476722699366,28.027299886665055
regime_leaning,5,37.56277884529968,6.5283463419873655,37.71007038134825,5.7766464734000955
weak_or_unclear,3,2.9813243152486524,2.7590279381084017,2.1022674536277894,0.06127665727307265
