condition,ablation,checkpoint_episode,f_value,n_seeds,mean_coop_rate,std_coop_rate,sem_coop_rate,mean_avg_reward,std_avg_reward,sem_avg_reward,mean_avg_welfare,std_avg_welfare,sem_avg_welfare
cond1,none,150000,3.500,15,0.7033493181477597,0.12593306557608308,0.03251577771420108,11.0334931814776,1.2593306557608308,0.3251577771420109,44.1339727259104,5.037322623043323,1.3006311085680435
cond1,none,150000,5.000,15,0.8753225170412936,0.08786087299172318,0.02268557985867926,18.005160272660696,1.4057739678675703,0.362969277738868,72.02064109064278,5.623095871470281,1.451877110955472
cond1,public_random,150000,3.500,15,0.6605884281265364,0.16840959868581395,0.04348317140344213,10.605884281265364,1.684095986858139,0.43483171403442117,42.42353712506146,6.736383947432556,1.7393268561376847
cond1,public_random,150000,5.000,15,0.8518819968014621,0.11269905230639725,0.029098770181069007,17.630111948823398,1.8031848369023558,0.46558032289710405,70.52044779529359,7.212739347609423,1.8623212915884162
cond2,baseline_none,150000,3.500,15,0.30336598258706465,0.17433774022727863,0.04501381096771233,7.033659825870647,1.7433774022727866,0.45013810967712337,28.134639303482587,6.973509609091146,1.8005524387084935
cond2,baseline_none,150000,5.000,15,0.49844936874639845,0.09587016830901489,0.024753571017261115,11.975189899942375,1.533922692944238,0.3960571362761778,47.9007595997695,6.135690771776952,1.5842285451047111
